Year,First Name,County,Sex,Count
2011,CONNOR,SARATOGA,M,8
2011,CONNOR,SCHENECTADY,M,5
2011,CONNOR,CAYUGA,M,6
2011,CONNOR,ONONDAGA,M,19
2011,CONNOR,ONEIDA,M,8
2011,WILLIAM,DUTCHESS,M,8
2011,WILLIAM,RENSSELAER,M,8
2011,WILLIAM,QUEENS,M,82
2011,WILLIAM,SCHENECTADY,M,8
2011,WILLIAM,TOMPKINS,M,5
2011,WILLIAM,ROCKLAND,M,9
2011,WILLIAM,ONTARIO,M,8
2011,WILLIAM,NASSAU,M,55
2011,WILLIAM,CHENANGO,M,5
2011,WILLIAM,ERIE,M,35
2011,WILLIAM,STEUBEN,M,6
2011,WILLIAM,CHEMUNG,M,5
2011,WILLIAM,ORANGE,M,14
2011,WILLIAM,MONROE,M,40
2011,WILLIAM,WESTCHESTER,M,61
2011,WILLIAM,BROOME,M,10
2011,WILLIAM,RICHMOND,M,18
2011,WILLIAM,NEW YORK,M,103
2011,WILLIAM,ALBANY,M,8
2011,WILLIAM,CHAUTAUQUA,M,8
2011,WILLIAM,KINGS,M,90
2011,WILLIAM,ONEIDA,M,11
2009,MCKENNA,ONONDAGA,F,6
2009,MCKENNA,ERIE,F,7
2009,TRISTAN,QUEENS,M,32
2009,JARIEL,BRONX,M,20
2009,JARED,KINGS,M,19
2009,TRISTAN,SUFFOLK,M,18
2009,TRISTAN,KINGS,M,40
2009,MCKENZIE,MONROE,F,5
2009,MCKENZIE,ERIE,F,5
2009,TRISTAN,ORANGE,M,9
2009,SERENITY,NEW YORK,F,11
2009,SERENITY,MONROE,F,6
2009,SERENITY,JEFFERSON,F,5
2009,SERENITY,KINGS,F,33
2009,JARED,SUFFOLK,M,8
2009,JARED,QUEENS,M,15
2009,JARED,NASSAU,M,11
2009,JARED,WESTCHESTER,M,12
2009,JARED,BRONX,M,18
2009,JARED,NEW YORK,M,10
2009,ASHTON,QUEENS,M,15
2009,ASHTON,MONROE,M,5
2009,ASHTON,ERIE,M,10
2009,JANIYAH,KINGS,F,13
2009,CAITLYN,SUFFOLK,F,10
2009,CAITLYN,WESTCHESTER,F,5
2009,CAITLYN,NASSAU,F,5
2009,SERENITY,ONONDAGA,F,10
2009,SERENITY,SUFFOLK,F,7
2009,SERENITY,QUEENS,F,12
2009,JANIYA,MONROE,F,5
2009,JANIYA,BRONX,F,12
2009,JANICE,QUEENS,F,13
2009,MEGAN,WESTCHESTER,F,10
2009,MEGAN,QUEENS,F,31
2009,MEGAN,KINGS,F,14
2009,MEGAN,BROOME,F,5
2009,MEGAN,ONONDAGA,F,6
2009,MEGAN,BRONX,F,11
2009,MEGAN,NASSAU,F,23
2009,MEGAN,SUFFOLK,F,27
2009,MEGAN,ERIE,F,8
2009,SERENITY,BRONX,F,31
2009,SERENITY,WESTCHESTER,F,8
2009,TRISTAN,ONONDAGA,M,6
2009,WYATT,NEW YORK,M,12
2009,WYATT,NIAGARA,M,7
2009,JANICE,KINGS,F,12
2009,JANE,NASSAU,F,6
2009,JANE,NEW YORK,F,11
2009,JANE,WESTCHESTER,F,5
2009,ASHLYN,SUFFOLK,F,5
2009,JAMIR,WESTCHESTER,M,5
2009,JAMIR,KINGS,M,10
2009,JAMIE,WESTCHESTER,F,5
2009,JAMIE,SUFFOLK,F,10
2009,MEGHAN,SUFFOLK,F,10
2009,MEGHAN,NASSAU,F,9
2009,MEGHAN,ROCKLAND,F,5
2009,WYATT,LIVINGSTON,M,5
2009,WYATT,ORANGE,M,5
2009,WYATT,CHAUTAUQUA,M,5
2009,JAMIE,NASSAU,F,12
2009,JAMIE,QUEENS,F,12
2009,JAMESON,MONROE,M,5
2009,JAMESON,SUFFOLK,M,8
2009,JAMES,ERIE,M,48
2009,MEIR,KINGS,M,32
2009,MEIR,ROCKLAND,M,7
2009,WYATT,SUFFOLK,M,9
2009,WYATT,ST LAWRENCE,M,5
2009,JAMES,ONTARIO,M,8
2009,JAMES,RENSSELAER,M,7
2009,MEKHI,KINGS,M,14
2009,WYATT,JEFFERSON,M,5
2009,JAMES,BROOME,M,6
2009,JAMES,DUTCHESS,M,11
2009,JAMES,MONROE,M,38
2009,JAMES,NEW YORK,M,83
2009,JAMES,SARATOGA,M,7
2009,JAMES,NIAGARA,M,10
2009,JAMES,QUEENS,M,84
2009,JAMES,ROCKLAND,M,18
2009,JAMES,ONONDAGA,M,24
2009,JAMES,BRONX,M,29
2009,JAMES,SULLIVAN,M,5
2009,JAMES,RICHMOND,M,33
2009,JAMES,HERKIMER,M,5
2009,JAMES,ALBANY,M,11
2009,JAMES,ORANGE,M,15
2009,JAMES,SCHENECTADY,M,10
2009,MELANIE,BRONX,F,42
2009,MELANIE,NASSAU,F,15
2009,MELANIE,QUEENS,F,45
2009,MELANIE,KINGS,F,43
2009,MELANIE,NEW YORK,F,17
2009,MELANIE,SUFFOLK,F,13
2009,MELANIE,WESTCHESTER,F,10
2009,MELANIE,ERIE,F,5
2009,MELANIE,ROCKLAND,F,8
2009,CONNOR,STEUBEN,M,6
2009,CONNOR,MONROE,M,17
2009,ELIZABETH,ORANGE,F,10
2009,ELIZABETH,KINGS,F,71
2009,ANDRE,SUFFOLK,M,6
2009,CONNOR,HERKIMER,M,5
2009,CONNOR,ONONDAGA,M,12
2009,JAMES,SUFFOLK,M,110
2009,JAMES,ONEIDA,M,8
2009,JAMES,CHAUTAUQUA,M,6
2009,JAMES,JEFFERSON,M,8
2009,MELANY,QUEENS,F,12
2009,MELANY,BRONX,F,10
2009,JAMES,STEUBEN,M,6
2009,JAMES,WESTCHESTER,M,55
2009,JAMES,CATTARAUGUS,M,5
2009,JAMES,KINGS,M,95
2009,JAMES,ST LAWRENCE,M,5
2009,MELINA,QUEENS,F,13
2009,ANDRE,WESTCHESTER,M,9
2009,ANDRE,QUEENS,M,12
2009,JAMES,PUTNAM,M,8
2009,JAMES,ULSTER,M,10
2009,JAMES,NASSAU,M,88
2009,ASHLEY,PUTNAM,F,6
2009,ASHLEY,DUTCHESS,F,6
2009,ASHLEY,SUFFOLK,F,57
2009,ASHLEY,NASSAU,F,67
2009,ASHLEY,BRONX,F,76
2009,ASHLEY,RICHMOND,F,20
2009,ASHLEY,ORANGE,F,10
2009,CONNOR,CLINTON,M,6
2009,CONNOR,JEFFERSON,M,8
2009,MELISSA,SUFFOLK,F,16
2009,MELISSA,KINGS,F,32
2009,MELISSA,QUEENS,F,26
2009,MELISSA,NASSAU,F,13
2009,MELISSA,WESTCHESTER,F,16
2009,MELISSA,BRONX,F,16
2009,SETH,SUFFOLK,M,6
2009,DANIEL,ERIE,M,21
2009,DANIEL,ORANGE,M,22
2009,DANIEL,NIAGARA,M,9
2009,DANIEL,RENSSELAER,M,9
2009,COLLEEN,NASSAU,F,5
2009,ASHLEY,QUEENS,F,120
2009,ASHLEY,ROCKLAND,F,14
2009,MELODY,QUEENS,F,10
2009,MELODY,KINGS,F,19
2009,ANDRE,MONROE,M,6
2009,ANDRE,ONONDAGA,M,5
2009,ANDRE,KINGS,M,16
2009,ASHLEY,KINGS,F,97
2009,ASHLEY,MONROE,F,5
2009,ASHLEY,WESTCHESTER,F,36
2009,ASHLEY,NEW YORK,F,38
2009,JAMARI,MONROE,M,6
2009,MELVIN,SUFFOLK,M,8
2009,TROY,MONROE,M,5
2009,JALEN,BRONX,M,11
2009,JAKUB,KINGS,M,12
2009,JAKOB,ERIE,M,5
2009,JAKE,ROCKLAND,M,11
2009,MENACHEM,ROCKLAND,M,18
2009,MENACHEM,KINGS,M,68
2009,TROY,SUFFOLK,M,8
2009,CONNOR,ULSTER,M,11
2009,JAKE,KINGS,M,19
2009,JAKE,NEW YORK,M,43
2009,JAKE,ORANGE,M,12
2009,JAKE,RICHMOND,M,13
2009,JAKE,MONROE,M,12
2009,JAKE,QUEENS,M,33
2009,JAKE,BRONX,M,11
2009,MENDEL,KINGS,M,37
2009,MENDEL,ROCKLAND,M,9
2009,MENDEL,ORANGE,M,10
2009,SHAINDY,ROCKLAND,F,8
2009,SHAINDY,ORANGE,F,6
2009,JAKE,WESTCHESTER,M,29
2009,JAKE,SUFFOLK,M,80
2009,MENDY,ROCKLAND,M,5
2009,MENDY,KINGS,M,13
2009,SHAINDY,KINGS,F,38
2009,JAKE,NASSAU,M,54
2009,JAIME,SUFFOLK,M,7
2009,JAIDEN,BRONX,M,27
2009,JAIDEN,QUEENS,M,22
2009,JAIDEN,WESTCHESTER,M,11
2009,MESSIAH,BRONX,M,12
2009,MESSIAH,KINGS,M,10
2009,VINCENT,ERIE,M,6
2009,JAIDEN,ERIE,F,6
2009,JAIDEN,KINGS,M,33
2009,JAIDEN,NASSAU,M,8
2009,JAIDEN,SUFFOLK,M,12
2009,JAIDEN,ERIE,M,8
2009,JAELYN,KINGS,F,11
2009,JAELYN,BRONX,F,15
2009,JAELYN,SUFFOLK,F,6
2009,JADIEL,NASSAU,M,5
2009,JADIEL,BRONX,M,27
2009,JADIEL,WESTCHESTER,M,7
2009,JADIEL,KINGS,M,11
2009,JADIEL,MONROE,M,5
2009,JADEN,QUEENS,M,36
2009,JADEN,ROCKLAND,M,5
2009,JADEN,NEW YORK,M,16
2009,JADEN,ERIE,M,6
2009,JADEN,BRONX,M,49
2009,JADEN,KINGS,M,51
2009,JADEN,ORANGE,M,8
2009,JADEN,SUFFOLK,M,15
2009,JADEN,WESTCHESTER,M,12
2009,JADEN,MONROE,M,14
2009,JADEN,NASSAU,M,17
2009,ASHER,KINGS,M,27
2009,ASHER,NASSAU,M,5
2009,ADAM,WESTCHESTER,M,19
2009,ADAM,NASSAU,M,22
2009,ADAM,KINGS,M,55
2009,ADAM,BRONX,M,30
2009,ADAM,QUEENS,M,62
2009,ADAM,ERIE,M,25
2009,ADAM,ROCKLAND,M,6
2009,ADAM,SUFFOLK,M,27
2009,ADAM,ULSTER,M,5
2009,CALEB,ONONDAGA,M,10
2009,CALEB,BRONX,M,21
2009,CALEB,QUEENS,M,19
2009,CALEB,SCHOHARIE,M,5
2009,CALEB,NEW YORK,M,22
2009,CALEB,ONTARIO,M,8
2009,CALEB,WESTCHESTER,M,9
2009,MIA,SCHENECTADY,F,6
2009,MIA,ONONDAGA,F,20
2009,MIA,ALBANY,F,12
2009,MIA,RICHMOND,F,27
2009,MIA,BRONX,F,100
2009,MIA,QUEENS,F,107
2009,MIA,NIAGARA,F,6
2009,MIA,MONROE,F,24
2009,MIA,OSWEGO,F,8
2009,MIA,DUTCHESS,F,8
2009,MIA,SUFFOLK,F,84
2009,MIA,NASSAU,F,71
2009,MIA,KINGS,F,105
2009,MIA,CHAUTAUQUA,F,7
2009,MIA,ORANGE,F,12
2009,MIA,ULSTER,F,7
2009,MIA,RENSSELAER,F,6
2009,MIA,ROCKLAND,F,14
2009,MIA,NEW YORK,F,102
2009,MIA,SARATOGA,F,7
2009,MIA,ERIE,F,25
2009,MIA,WESTCHESTER,F,57
2009,MIA,ONEIDA,F,10
2009,VINCENT,QUEENS,M,40
2009,DANIEL,SARATOGA,M,8
2009,ANDRE,BRONX,M,10
2009,ELIZA,QUEENS,F,10
2009,ELIZA,NEW YORK,F,14
2009,ELIZA,ERIE,F,5
2009,ELIYAHU,ROCKLAND,M,5
2009,ELIYAHU,KINGS,M,22
2009,ANDERSON,KINGS,M,13
2009,ELISHEVA,KINGS,F,11
2009,ANDERSON,BRONX,M,10
2009,VINCENT,ULSTER,M,5
2009,DANIEL,ST LAWRENCE,M,5
2009,VINCENT,RICHMOND,M,21
2009,DANIEL,CATTARAUGUS,M,6
2009,DANIEL,BRONX,M,118
2009,ELISE,KINGS,F,24
2009,ELISE,ERIE,F,9
2009,ELISE,QUEENS,F,11
2009,ANDERSON,QUEENS,M,13
2009,ANDERSON,ROCKLAND,M,5
2009,ELIMELECH,ROCKLAND,M,5
2009,ANDERSON,SUFFOLK,M,14
2009,SHANE,QUEENS,M,21
2009,SHANE,KINGS,M,20
2009,ASHER,MONROE,M,7
2009,ASHER,NEW YORK,M,20
2009,AIDEN,SARATOGA,M,14
2009,CALEB,BROOME,M,10
2009,CALEB,SARATOGA,M,6
2009,CALEB,WAYNE,M,7
2009,CALEB,WASHINGTON,M,6
2009,CALEB,MONROE,M,17
2009,MICAH,KINGS,M,13
2009,MICAH,MONROE,M,8
2009,SHANE,ORANGE,M,5
2009,SHANE,SUFFOLK,M,22
2009,SHANE,NASSAU,M,15
2009,SHANE,WESTCHESTER,M,13
2009,SHANE,NEW YORK,M,11
2009,SHANE,DUTCHESS,M,8
2009,AIDEN,KINGS,M,96
2009,AIDEN,ONEIDA,M,9
2009,AIDEN,ORANGE,M,28
2009,JADE,KINGS,F,31
2009,JADE,BRONX,F,24
2009,JADE,SUFFOLK,F,5
2009,JADE,QUEENS,F,23
2009,JADE,NASSAU,F,7
2009,JADE,NEW YORK,F,17
2009,JADE,WESTCHESTER,F,7
2009,AIDEN,NIAGARA,M,20
2009,ARYEH,KINGS,M,22
2009,AIDEN,TOMPKINS,M,5
2009,AIDEN,SUFFOLK,M,61
2009,AIDEN,ALBANY,M,13
2009,JADA,QUEENS,F,21
2009,JADA,NEW YORK,F,12
2009,JADA,ONONDAGA,F,5
2009,JADA,MONROE,F,8
2009,JADA,BRONX,F,28
2009,JADA,NASSAU,F,13
2009,JADA,KINGS,F,44
2009,JADA,WESTCHESTER,F,8
2009,JADA,SUFFOLK,F,13
2009,JADA,ERIE,F,6
2009,ARYAN,QUEENS,M,10
2009,AIDEN,OSWEGO,M,10
2009,ARTHUR,NEW YORK,M,13
2009,AIDEN,ULSTER,M,19
2009,JACQUELINE,SUFFOLK,F,12
2009,JACQUELINE,QUEENS,F,23
2009,JACQUELINE,NEW YORK,F,10
2009,JACQUELINE,WESTCHESTER,F,11
2009,JACQUELINE,KINGS,F,27
2009,JACQUELINE,NASSAU,F,5
2009,ARON,ROCKLAND,M,20
2009,ARON,ORANGE,M,5
2009,CALEB,ALBANY,M,8
2009,CALEB,CHAUTAUQUA,M,8
2009,CALEB,CHEMUNG,M,6
2009,CALEB,JEFFERSON,M,6
2009,CALEB,NASSAU,M,14
2009,CALEB,ORANGE,M,9
2009,CALEB,ONEIDA,M,18
2009,CALEB,OSWEGO,M,5
2009,CALEB,SUFFOLK,M,8
2009,CALEB,KINGS,M,34
2009,CALEB,ERIE,M,19
2009,DANIEL,ROCKLAND,M,19
2009,DANIEL,KINGS,M,265
2009,DANIEL,ONONDAGA,M,18
2009,DANIEL,DUTCHESS,M,5
2009,ALYSSA,ONEIDA,F,11
2009,ALYSSA,ALBANY,F,5
2009,ALYSSA,WESTCHESTER,F,15
2009,ALYSSA,ERIE,F,24
2009,ELIJAH,ULSTER,M,6
2009,ELIJAH,ALBANY,M,8
2009,ELIJAH,SCHENECTADY,M,7
2009,ELIJAH,BRONX,M,105
2009,ELIJAH,ROCKLAND,M,5
2009,ELIJAH,BROOME,M,7
2009,ALINA,NASSAU,F,6
2009,ALYSSA,ORANGE,F,9
2009,ALYSSA,ONONDAGA,F,11
2009,ALYSSA,KINGS,F,63
2009,SHANNON,ROCKLAND,F,5
2009,SHANNON,SUFFOLK,F,8
2009,SHANNON,NASSAU,F,13
2009,ALYSSA,QUEENS,F,61
2009,ALYSSA,NEW YORK,F,12
2009,MICHAEL,OSWEGO,M,13
2009,MICHAEL,BRONX,M,133
2009,MICHAEL,ROCKLAND,M,25
2009,MICHAEL,HERKIMER,M,10
2009,MICHAEL,SULLIVAN,M,9
2009,MICHAEL,WESTCHESTER,M,102
2009,MICHAEL,PUTNAM,M,14
2009,MICHAEL,NEW YORK,M,76
2009,MICHAEL,ONTARIO,M,8
2009,MICHAEL,MONROE,M,60
2009,MICHAEL,ONONDAGA,M,31
2009,MICHAEL,ERIE,M,64
2009,MICHAEL,RENSSELAER,M,8
2009,MICHAEL,SARATOGA,M,17
2009,MICHAEL,QUEENS,M,218
2009,MICHAEL,WAYNE,M,5
2009,MICHAEL,ST LAWRENCE,M,9
2009,MICHAEL,NIAGARA,M,16
2009,MICHAEL,DUTCHESS,M,31
2009,MICHAEL,ALBANY,M,16
2009,MICHAEL,BROOME,M,15
2009,MICHAEL,ORANGE,M,30
2009,MICHAEL,COLUMBIA,M,5
2009,MICHAEL,NASSAU,M,182
2009,MICHAEL,SCHENECTADY,M,13
2009,MICHAEL,SUFFOLK,M,185
2009,MICHAEL,MADISON,M,5
2009,MICHAEL,ONEIDA,M,16
2009,MICHAEL,ULSTER,M,11
2009,MICHAEL,CHEMUNG,M,6
2009,MICHAEL,KINGS,M,201
2009,MICHAEL,CHAUTAUQUA,M,6
2009,MICHAEL,RICHMOND,M,82
2009,MICHAEL,JEFFERSON,M,8
2009,ELIJAH,RICHMOND,M,13
2009,ELIJAH,RENSSELAER,M,8
2009,ALYSSA,RICHMOND,F,25
2009,ADDISON,WAYNE,F,5
2009,SHARON,QUEENS,F,12
2009,SHARON,KINGS,F,12
2009,ALYSSA,SUFFOLK,F,24
2009,ALYSSA,MONROE,F,11
2009,CHRISTINA,QUEENS,F,18
2009,CHRISTINA,WESTCHESTER,F,10
2009,SHAUN,SUFFOLK,M,6
2009,ALYSSA,BRONX,F,39
2009,ELIJAH,DUTCHESS,M,10
2009,ELIJAH,QUEENS,M,68
2009,ELIJAH,WESTCHESTER,M,16
2009,ELIJAH,ERIE,M,35
2009,ELIJAH,ORANGE,M,9
2009,ELIJAH,JEFFERSON,M,9
2009,ELIJAH,ONONDAGA,M,15
2009,CHRISTINA,ERIE,F,6
2009,CHRISTINA,NASSAU,F,12
2009,CHRISTINA,KINGS,F,24
2009,CHRISTINA,SUFFOLK,F,14
2009,CHRISTINA,NEW YORK,F,10
2009,ALYSSA,NIAGARA,F,7
2009,ALYSSA,NASSAU,F,22
2009,SHAWN,WESTCHESTER,M,5
2009,SHAWN,KINGS,M,14
2009,SHAWN,BRONX,M,12
2009,SHAWN,NASSAU,M,7
2009,SHAWN,SUFFOLK,M,8
2009,SHAWN,QUEENS,M,17
2009,SHAWN,ERIE,M,5
2009,ALYSSA,DUTCHESS,F,6
2009,JACOB,WAYNE,M,8
2009,JACOB,ONEIDA,M,21
2009,JACOB,SCHENECTADY,M,7
2009,ADINA,KINGS,F,18
2009,DANICA,SUFFOLK,F,7
2009,MICHAELA,KINGS,F,12
2009,MICHAELA,NASSAU,F,7
2009,ADEN,KINGS,M,18
2009,ADEN,QUEENS,M,11
2009,DANA,NASSAU,F,9
2009,JACOB,SARATOGA,M,17
2009,JACOB,JEFFERSON,M,22
2009,JACOB,MADISON,M,8
2009,JACOB,ERIE,M,58
2009,JACOB,ROCKLAND,M,22
2009,JACOB,HERKIMER,M,5
2009,JACOB,STEUBEN,M,11
2009,JACOB,RICHMOND,M,25
2009,JACOB,MONROE,M,47
2009,JACOB,GREENE,M,5
2009,JACOB,DUTCHESS,M,16
2009,ADAM,ONONDAGA,M,10
2009,AALIYAH,ERIE,F,11
2009,ELIJAH,KINGS,M,117
2009,DAMIEN,QUEENS,M,14
2009,SHAYA,KINGS,M,17
2009,JACOB,GENESEE,M,5
2009,MICHELLE,WESTCHESTER,F,22
2009,MICHELLE,BRONX,F,44
2009,MICHELLE,NEW YORK,F,21
2009,MICHELLE,KINGS,F,62
2009,MICHELLE,QUEENS,F,73
2009,MICHELLE,SUFFOLK,F,19
2009,MICHELLE,NASSAU,F,15
2009,DAMIEN,BRONX,M,10
2009,DAMIEN,ONONDAGA,M,6
2009,ELIJAH,NIAGARA,M,7
2009,ELIJAH,NEW YORK,M,47
2009,ELIJAH,MONROE,M,25
2009,DAMIEN,BROOME,M,7
2009,DAMIEN,ERIE,M,7
2009,JACOB,RENSSELAER,M,14
2009,JACOB,DELAWARE,M,5
2009,JACOB,COLUMBIA,M,6
2009,JACOB,FULTON,M,8
2009,JACOB,CLINTON,M,8
2009,JACOB,KINGS,M,177
2009,JACOB,FRANKLIN,M,7
2009,JACOB,CHAUTAUQUA,M,8
2009,JACOB,QUEENS,M,114
2009,ADAM,RICHMOND,M,11
2009,ADAM,ALBANY,M,5
2009,CALVIN,KINGS,M,11
2009,SHAYLA,KINGS,F,11
2009,SHAYLA,SUFFOLK,F,6
2009,JACOB,CAYUGA,M,8
2009,CAMDEN,MONROE,M,5
2009,CAMDEN,ERIE,M,6
2009,ELIJAH,NASSAU,M,31
2009,MIGUEL,WESTCHESTER,M,12
2009,MIGUEL,ERIE,M,5
2009,MIGUEL,NEW YORK,M,12
2009,MIGUEL,SUFFOLK,M,7
2009,MIGUEL,MONROE,M,5
2009,MIGUEL,BRONX,M,33
2009,MIGUEL,KINGS,M,33
2009,MIGUEL,QUEENS,M,35
2009,MIGUEL,NASSAU,M,6
2009,ELIJAH,SUFFOLK,M,37
2009,SHAYNA,NASSAU,F,9
2009,ANDERSON,NASSAU,M,12
2009,ADRIANA,QUEENS,F,34
2009,ADRIANA,ONONDAGA,F,6
2009,ADRIANA,BRONX,F,21
2009,JACOB,CATTARAUGUS,M,5
2009,ANAYA,KINGS,F,23
2009,ADDISON,JEFFERSON,F,8
2009,SHERLYN,QUEENS,F,11
2009,SHERLYN,WESTCHESTER,F,5
2009,JACOB,NASSAU,M,67
2009,JACOB,SUFFOLK,M,76
2009,JACOB,BROOME,M,12
2009,JACOB,OTSEGO,M,8
2009,JACOB,OSWEGO,M,9
2009,JACOB,WESTCHESTER,M,47
2009,JACOB,ORANGE,M,47
2009,JACOB,ONTARIO,M,8
2009,JACOB,NEW YORK,M,88
2009,JACOB,SULLIVAN,M,6
2009,JACOB,BRONX,M,95
2009,JACOB,ALBANY,M,23
2009,MIKAYLA,DUTCHESS,F,5
2009,MIKAYLA,NASSAU,F,9
2009,MIKAYLA,QUEENS,F,15
2009,MIKAYLA,KINGS,F,21
2009,MIKAYLA,WESTCHESTER,F,6
2009,MIKAYLA,SUFFOLK,F,9
2009,MIKAYLA,ERIE,F,12
2009,MIKAYLA,NIAGARA,F,5
2009,MIKAYLA,BRONX,F,17
2009,MIKAYLA,MONROE,F,5
2009,ANAYA,BRONX,F,10
2009,ADELINE,ERIE,F,5
2009,SHIA,KINGS,M,21
2009,SHIA,ROCKLAND,M,6
2009,SHIA,ORANGE,M,6
2009,AALIYAH,ORANGE,F,7
2009,JACOB,TOMPKINS,M,5
2009,JACOB,ULSTER,M,9
2009,MIKE,QUEENS,M,15
2009,DAMIAN,ORANGE,M,6
2009,ADRIANA,NEW YORK,F,18
2009,CHRISTINE,KINGS,F,14
2009,DAMIAN,SUFFOLK,M,15
2009,ADRIANA,RICHMOND,F,12
2009,ELIEZER,ORANGE,M,7
2009,MILAN,KINGS,F,13
2009,ELIEZER,ROCKLAND,M,10
2009,DAMIAN,WESTCHESTER,M,7
2009,ELIEZER,KINGS,M,34
2009,ANASTASIA,QUEENS,F,14
2009,ANASTASIA,KINGS,F,18
2009,ELIAS,WESTCHESTER,M,9
2009,JACOB,WARREN,M,8
2009,JACOB,NIAGARA,M,17
2009,JACOB,WASHINGTON,M,5
2009,JACOB,ONONDAGA,M,24
2009,ARON,KINGS,M,53
2009,AIDEN,NEW YORK,M,43
2009,AIDEN,BRONX,M,89
2009,AIDEN,LEWIS,M,5
2009,ARMANI,KINGS,M,11
2009,MILES,SUFFOLK,M,5
2009,MILES,NEW YORK,M,28
2009,MILES,ERIE,M,5
2009,MILES,ULSTER,M,6
2009,MILES,WESTCHESTER,M,8
2009,MILES,KINGS,M,25
2009,ELIAS,QUEENS,M,23
2009,ELIAS,KINGS,M,29
2009,SHIMON,ROCKLAND,M,21
2009,SHIMON,KINGS,M,85
2009,SHIMON,ORANGE,M,7
2009,DAMIAN,KINGS,M,17
2009,DAMIAN,QUEENS,M,20
2009,DAMIAN,BRONX,M,12
2009,ARMANDO,WESTCHESTER,M,5
2009,ARIELLE,SUFFOLK,F,5
2009,ARIELLE,KINGS,F,13
2009,ARIELLE,NEW YORK,F,10
2009,AIDEN,LIVINGSTON,M,7
2009,AIDEN,WESTCHESTER,M,32
2009,AIDEN,QUEENS,M,107
2009,MILEY,BRONX,F,17
2009,MILEY,WESTCHESTER,F,7
2009,MILEY,QUEENS,F,16
2009,MILEY,NASSAU,F,8
2009,ELIAS,NEW YORK,M,14
2009,ELIAS,BRONX,M,14
2009,ARIELLA,KINGS,F,18
2009,AIDEN,BROOME,M,11
2009,MILO,NEW YORK,M,16
2009,MILO,KINGS,M,12
2009,ELIAS,NASSAU,M,7
2009,ELIAS,MONROE,M,5
2009,AIDEN,CAYUGA,M,5
2009,AIDEN,CHAUTAUQUA,M,8
2009,ARIELA,KINGS,F,13
2009,MINDY,KINGS,F,26
2009,ELIAS,SUFFOLK,M,6
2009,ADRIANA,NASSAU,F,19
2009,MIRACLE,ERIE,F,5
2009,MIRACLE,BRONX,F,11
2009,ADRIANA,ERIE,F,8
2009,ARIEL,QUEENS,M,25
2009,JACLYN,SUFFOLK,F,5
2009,JACKY,KINGS,M,14
2009,JACKSON,CHAUTAUQUA,M,7
2009,MIRANDA,BRONX,F,10
2009,MIRANDA,KINGS,F,11
2009,MIRANDA,ERIE,F,7
2009,SHIRA,KINGS,F,16
2009,JACKSON,JEFFERSON,M,9
2009,JACKSON,NASSAU,M,20
2009,MIREL,KINGS,F,10
2009,MIRI,KINGS,F,15
2009,JACKSON,ALBANY,M,12
2009,JACKSON,WESTCHESTER,M,11
2009,JACKSON,KINGS,M,22
2009,JACKSON,ONTARIO,M,7
2009,JACKSON,ERIE,M,23
2009,JACKSON,ROCKLAND,M,5
2009,JACKSON,TOMPKINS,M,6
2009,ADAM,CHAUTAUQUA,M,5
2009,ALEXANDRA,WESTCHESTER,F,24
2009,ALEXANDRA,BRONX,F,15
2009,MIRIAM,ROCKLAND,F,26
2009,MIRIAM,KINGS,F,107
2009,MIRIAM,QUEENS,F,16
2009,MIRIAM,ORANGE,F,10
2009,MIRIAM,NEW YORK,F,10
2009,SHIRA,QUEENS,F,13
2009,SHIRA,NASSAU,F,9
2009,SHIRA,ROCKLAND,F,7
2009,DAMIAN,NASSAU,M,8
2009,JACKSON,RENSSELAER,M,9
2009,MITCHELL,ERIE,M,5
2009,JACKSON,NEW YORK,M,45
2009,JACKSON,ONONDAGA,M,26
2009,JACKSON,BROOME,M,5
2009,JACKSON,ORANGE,M,10
2009,JACKSON,SARATOGA,M,7
2009,ALEXANDRA,NEW YORK,F,55
2009,ALEXANDRA,SCHENECTADY,F,5
2009,ALEXANDRA,ORANGE,F,6
2009,ALEXANDRA,DUTCHESS,F,7
2009,MOHAMED,ERIE,M,7
2009,MOHAMED,QUEENS,M,22
2009,MOHAMED,NEW YORK,M,11
2009,MOHAMED,BRONX,M,38
2009,MOHAMED,KINGS,M,23
2009,ADRIANA,KINGS,F,20
2009,ANALIA,BRONX,F,13
2009,SHIRLEY,KINGS,F,12
2009,SHIRLEY,QUEENS,F,10
2009,ADDISON,DUTCHESS,F,5
2009,JACKSON,SCHENECTADY,M,9
2009,JACKSON,NIAGARA,M,12
2009,ALEXANDRA,RICHMOND,F,17
2009,ALEXANDRA,MONROE,F,13
2009,ALEXANDRA,NASSAU,F,41
2009,MOHAMMAD,QUEENS,M,20
2009,MOHAMMAD,KINGS,M,32
2009,SHLOIME,KINGS,M,16
2009,ADDISON,NIAGARA,F,8
2009,ADDISON,OSWEGO,F,5
2009,ANALIA,SUFFOLK,F,5
2009,JACKSON,QUEENS,M,16
2009,JACKSON,ONEIDA,M,6
2009,ALEXANDRA,ERIE,F,5
2009,ALEXANDRA,WAYNE,F,5
2009,ALEXANDRA,ROCKLAND,F,5
2009,MOHAMMED,KINGS,M,23
2009,MOHAMMED,QUEENS,M,23
2009,SHLOME,KINGS,M,12
2009,SHLOME,ORANGE,M,5
2009,VINCENT,SUFFOLK,M,37
2009,ALEXANDRA,JEFFERSON,F,5
